id,name,typing,classification,height_m,weight_kg,capture_rate,abilities,hp,atk,def,sp_atk,sp_def,spd,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fighting,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy
98,Krabby,['Water'],River Crab Pokémon,0.4,6.5,225,"['Hyper Cutter', 'Shell Armor']",30,105,90,25,25,50,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
99,Kingler,['Water'],Pincer Pokémon,1.3,60.0,60,"['Hyper Cutter', 'Shell Armor']",55,130,115,50,50,75,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
100,Voltorb,['Electric'],Ball Pokémon,0.5,10.4,190,"['Soundproof', 'Static']",40,30,50,55,55,100,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
101,Electrode,['Electric'],Ball Pokémon,1.2,66.6,60,"['Soundproof', 'Static']",60,50,70,80,80,150,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
102,Exeggcute,"['Grass', 'Psychic']",Egg Pokémon,0.4,2.5,90,['Chlorophyll'],60,40,80,60,45,40,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
103,Exeggutor,"['Grass', 'Psychic', 'Grass', 'Dragon']",Coconut Pokémon,2.0,120.0,45,"['Chlorophyll', 'Alola Form Abilities']",95,95,85,125,75,55,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
104,Cubone,['Ground'],Lonely Pokémon,0.4,6.5,190,"['Rock Head', 'Lightningrod']",50,50,95,40,50,35,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
105,Marowak,"['Ground', 'Fire', 'Ghost']",Bone Keeper Pokémon,1.0,45.0,75,"['Rock Head', 'Lightningrod', 'Alola Form Abilities', 'Lightningrod']",60,80,110,50,80,45,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
106,Hitmonlee,['Fighting'],Kicking Pokémon,1.5,49.8,45,"['Limber', 'Reckless']",50,120,53,35,110,87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
107,Hitmonchan,['Fighting'],Punching Pokémon,1.4,50.2,45,"['Keen Eye', 'Iron Fist']",50,105,79,35,110,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
108,Lickitung,['Normal'],Licking Pokémon,1.2,65.5,45,"['Own Tempo', 'Oblivious']",90,55,75,60,75,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
109,Koffing,['Poison'],Poison Gas Pokémon,0.6,1.0,190,['Levitate'],40,65,95,60,45,35,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
110,Weezing,['Poison'],Poison Gas Pokémon,1.2,9.5,60,['Levitate'],65,90,120,85,70,60,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
111,Rhyhorn,"['Ground', 'Rock']",Spikes Pokémon,1.0,115.0,120,"['Lightningrod', 'Rock Head']",80,85,95,30,30,25,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
112,Rhydon,"['Ground', 'Rock']",Drill Pokémon,1.9,120.0,60,"['Lightningrod', 'Rock Head']",105,130,120,45,45,40,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
113,Chansey,['Normal'],Egg Pokémon,1.1,34.6,30,"['Natural Cure', 'Serene Grace']",250,5,5,35,105,50,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
114,Tangela,['Grass'],Vine Pokémon,1.0,35.0,45,"['Chlorophyll', 'Leaf Guard']",65,55,115,100,40,60,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
115,Kangaskhan,['Normal'],Parent Pokémon,2.2,80.0,45,"['Early Bird', 'Scrappy']",105,95,80,40,80,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
116,Horsea,['Water'],Dragon Pokémon,0.4,8.0,225,"['Swift Swim', 'Sniper']",30,40,70,70,25,60,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
117,Seadra,['Water'],Dragon Pokémon,1.2,25.0,75,"['Poison Point', 'Sniper']",55,65,95,95,45,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
118,Goldeen,['Water'],Goldfish Pokémon,0.6,15.0,225,"['Swift Swim', 'Water Veil']",45,67,60,35,50,63,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
119,Seaking,['Water'],Goldfish Pokémon,1.3,39.0,60,"['Swift Swim', 'Water Veil']",80,92,65,65,80,68,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
120,Staryu,['Water'],Starshape Pokémon,0.8,34.5,225,"['Illuminate', 'Natural Cure']",30,45,55,70,55,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
121,Starmie,"['Water', 'Psychic']",Mysterious Pokémon,1.1,80.0,60,"['Illuminate', 'Natural Cure']",60,75,85,100,85,115,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
122,Mr. Mime,"['Psychic', 'Fairy']",Barrier Pokémon,1.3,54.5,45,"['Soundproof', 'Filter']",40,45,65,100,120,90,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
123,Scyther,"['Bug', 'Flying']",Mantis Pokémon,1.5,56.0,45,"['Swarm', 'Technician']",70,110,80,55,80,105,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
124,Jynx,"['Ice', 'Psychic']",Humanshape Pokémon,1.4,40.6,45,"['Oblivious', 'Forewarn']",65,50,35,115,95,95,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
125,Electabuzz,['Electric'],Electric Pokémon,1.1,30.0,45,['Static'],65,83,57,95,85,105,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
126,Magmar,['Fire'],Spitfire Pokémon,1.3,44.5,45,['Flame Body'],65,95,57,100,85,93,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
127,Pinsir,['Bug'],Stagbeetle Pokémon,1.5,55.0,45,"['Hyper Cutter', 'Mold Breaker']",65,125,100,55,70,85,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
128,Tauros,['Normal'],Wild Bull Pokémon,1.4,88.4,45,"['Intimidate', 'Anger Point']",75,100,95,40,70,110,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
129,Magikarp,['Water'],Fish Pokémon,0.9,10.0,255,['Swift Swim'],20,10,55,15,20,80,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
130,Gyarados,"['Water', 'Flying']",Atrocious Pokémon,6.5,235.0,45,['Intimidate'],95,125,79,60,100,81,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
131,Lapras,"['Water', 'Ice']",Transport Pokémon,2.5,220.0,45,"['Water Absorb', 'Shell Armor']",130,85,80,85,95,60,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
132,Ditto,['Normal'],Transform Pokémon,0.3,4.0,35,['Limber'],48,48,48,48,48,48,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
133,Eevee,['Normal'],Evolution Pokémon,0.3,6.5,45,"['Run Away', 'Adaptability']",55,55,50,45,65,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
134,Vaporeon,['Water'],Bubble Jet Pokémon,1.0,29.0,45,['Water Absorb'],130,65,60,110,95,65,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
135,Jolteon,['Electric'],Lightning Pokémon,0.8,24.5,45,['Volt Absorb'],65,65,60,110,95,130,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
136,Flareon,['Fire'],Flame Pokémon,0.9,25.0,45,['Flash Fire'],65,130,60,95,110,65,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
137,Porygon,['Normal'],Virtual Pokémon,0.8,36.5,45,"['Trace', 'Download']",65,60,70,85,75,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
138,Omanyte,"['Rock', 'Water']",Spiral Pokémon,0.4,7.5,45,"['Swift Swim', 'Shell Armor']",35,40,100,90,55,35,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,Omastar,"['Rock', 'Water']",Spiral Pokémon,1.0,35.0,45,"['Swift Swim', 'Shell Armor']",70,60,125,115,70,55,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,Kabuto,"['Rock', 'Water']",Shellfish Pokémon,0.5,11.5,45,"['Swift Swim', 'Battle Armor']",30,80,90,55,45,55,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,Kabutops,"['Rock', 'Water']",Shellfish Pokémon,1.3,40.5,45,"['Swift Swim', 'Battle Armor']",60,115,105,65,70,80,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142,Aerodactyl,"['Rock', 'Flying']",Fossil Pokémon,1.8,59.0,45,"['Rock Head', 'Pressure']",80,105,65,60,75,130,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
143,Snorlax,['Normal'],Sleeping Pokémon,2.1,460.0,25,"['Immunity', 'Thick Fat']",160,110,65,65,110,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
144,Articuno,"['Ice', 'Flying']",Freeze Pokémon,1.7,55.4,3,['Pressure'],90,85,100,95,125,85,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
145,Zapdos,"['Electric', 'Flying']",Electric Pokémon,1.6,52.6,3,['Pressure'],90,90,85,125,90,100,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
146,Moltres,"['Fire', 'Flying']",Flame Pokémon,2.0,60.0,3,['Pressure'],90,100,90,125,85,90,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
147,Dratini,['Dragon'],Dragon Pokémon,1.8,3.3,45,['Shed Skin'],41,64,45,50,50,50,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
148,Dragonair,['Dragon'],Dragon Pokémon,4.0,16.5,45,['Shed Skin'],61,84,65,70,70,70,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
149,Dragonite,"['Dragon', 'Flying']",Dragon Pokémon,2.2,210.0,45,['Inner Focus'],91,134,95,100,100,80,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
150,Mewtwo,['Psychic'],Genetic Pokémon,2.0,122.0,3,['Pressure'],106,110,90,154,90,130,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
151,Mew,['Psychic'],New Species Pokémon,0.4,4.0,45,['Synchronize'],100,100,100,100,100,100,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
152,Chikorita,['Grass'],Leaf Pokémon,0.9,6.4,45,['Overgrow'],45,49,65,49,65,45,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
153,Bayleef,['Grass'],Leaf Pokémon,1.2,15.8,45,['Overgrow'],60,62,80,63,80,60,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
154,Meganium,['Grass'],Herb Pokémon,1.8,100.5,45,['Overgrow'],80,82,100,83,100,80,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
155,Cyndaquil,['Fire'],Fire Mouse Pokémon,0.5,7.9,45,['Blaze'],39,52,43,60,50,65,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
156,Quilava,['Fire'],Volcano Pokémon,0.9,19.0,45,['Blaze'],58,64,58,80,65,80,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
157,Typhlosion,['Fire'],Volcano Pokémon,1.7,79.5,45,['Blaze'],78,84,78,109,85,100,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
158,Totodile,['Water'],Big Jaw Pokémon,0.6,9.5,45,['Torrent'],50,65,64,44,48,43,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
159,Croconaw,['Water'],Big Jaw Pokémon,1.1,25.0,45,['Torrent'],65,80,80,59,63,58,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
160,Feraligatr,['Water'],Big Jaw Pokémon,2.3,88.8,45,['Torrent'],85,105,100,79,83,78,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
161,Sentret,['Normal'],Scout Pokémon,0.8,6.0,255,"['Run Away', 'Keen Eye']",35,46,34,35,45,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
162,Furret,['Normal'],Long Body Pokémon,1.8,32.5,90,"['Run Away', 'Keen Eye']",85,76,64,45,55,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
163,Hoothoot,"['Normal', 'Flying']",Owl Pokémon,0.7,21.2,255,"['Insomnia', 'Keen Eye']",60,30,30,36,56,50,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
164,Noctowl,"['Normal', 'Flying']",Owl Pokémon,1.6,40.8,90,"['Insomnia', 'Keen Eye']",100,50,50,86,96,70,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
165,Ledyba,"['Bug', 'Flying']",Five Star Pokémon,1.0,10.8,255,"['Swarm', 'Early Bird']",40,20,30,40,80,55,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
166,Ledian,"['Bug', 'Flying']",Five Star Pokémon,1.4,35.6,90,"['Swarm', 'Early Bird']",55,35,50,55,110,85,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
167,Spinarak,"['Bug', 'Poison']",String Spit Pokémon,0.5,8.5,255,"['Swarm', 'Insomnia']",40,60,40,40,40,30,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
168,Ariados,"['Bug', 'Poison']",Long Leg Pokémon,1.1,33.5,90,"['Swarm', 'Insomnia']",70,90,70,60,70,40,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
169,Crobat,"['Poison', 'Flying']",Bat Pokémon,1.8,75.0,90,['Inner Focus'],85,90,80,70,80,130,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
170,Chinchou,"['Water', 'Electric']",Angler Pokémon,0.5,12.0,190,"['Volt Absorb', 'Illuminate']",75,38,38,56,56,67,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
171,Lanturn,"['Water', 'Electric']",Light Pokémon,1.2,22.5,75,"['Volt Absorb', 'Illuminate']",125,58,58,76,76,67,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
172,Pichu,['Electric'],Tiny Mouse Pokémon,0.3,2.0,190,['Static'],20,40,15,35,35,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
173,Cleffa,['Fairy'],Star Shape Pokémon,0.3,3.0,150,"['Cute Charm', 'Magic Guard']",50,25,28,45,55,15,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
174,Igglybuff,"['Normal', 'Fairy']",Balloon Pokémon,0.3,1.0,170,"['Cute Charm', 'Competitive']",90,30,15,40,20,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
175,Togepi,['Fairy'],Spike Ball Pokémon,0.3,1.5,190,"['Hustle', 'Serene Grace']",35,20,65,40,65,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
176,Togetic,"['Fairy', 'Flying']",Happiness Pokémon,0.6,3.2,75,"['Hustle', 'Serene Grace']",55,40,85,80,105,40,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
177,Natu,"['Psychic', 'Flying']",Little Bird Pokémon,0.2,2.0,190,"['Synchronize', 'Early Bird']",40,50,45,70,45,70,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
178,Xatu,"['Psychic', 'Flying']",Mystic Pokémon,1.5,15.0,75,"['Synchronize', 'Early Bird']",65,75,70,95,70,95,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
179,Mareep,['Electric'],Wool Pokémon,0.6,7.8,235,['Static'],55,40,40,65,45,35,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
180,Flaaffy,['Electric'],Wool Pokémon,0.8,13.3,120,['Static'],70,55,55,80,60,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
181,Ampharos,['Electric'],Light Pokémon,1.4,61.5,45,['Static'],90,75,85,115,90,55,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
182,Bellossom,['Grass'],Flower Pokémon,0.4,5.8,45,['Chlorophyll'],75,80,95,90,100,50,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
183,Marill,"['Water', 'Fairy']",Aquamouse Pokémon,0.4,8.5,190,"['Thick Fat', 'Huge Power']",70,20,50,20,50,40,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
184,Azumarill,"['Water', 'Fairy']",Aquarabbit Pokémon,0.8,28.5,75,"['Thick Fat', 'Huge Power']",100,50,80,60,80,50,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
185,Sudowoodo,['Rock'],Imitation Pokémon,1.2,38.0,65,"['Sturdy', 'Rock Head']",70,100,115,30,65,30,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
186,Politoed,['Water'],Frog Pokémon,1.1,33.9,45,"['Water Absorb', 'Damp']",90,75,75,90,100,70,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
187,Hoppip,"['Grass', 'Flying']",Cottonweed Pokémon,0.4,0.5,255,"['Chlorophyll', 'Leaf Guard']",35,35,40,35,55,50,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
188,Skiploom,"['Grass', 'Flying']",Cottonweed Pokémon,0.6,1.0,120,"['Chlorophyll', 'Leaf Guard']",55,45,50,45,65,80,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
189,Jumpluff,"['Grass', 'Flying']",Cottonweed Pokémon,0.8,3.0,45,"['Chlorophyll', 'Leaf Guard']",75,55,70,55,95,110,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
190,Aipom,['Normal'],Long Tail Pokémon,0.8,11.5,45,"['Run Away', 'Pickup']",55,70,55,40,55,85,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
191,Sunkern,['Grass'],Seed Pokémon,0.3,1.8,235,"['Chlorophyll', 'Solar Power']",30,30,30,30,30,30,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
192,Sunflora,['Grass'],Sun Pokémon,0.8,8.5,120,"['Chlorophyll', 'Solar Power']",75,75,55,105,85,30,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
193,Yanma,"['Bug', 'Flying']",Clear Wing Pokémon,1.2,38.0,75,"['Speed Boost', 'Compoundeyes']",65,65,45,75,45,95,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
194,Wooper,"['Water', 'Ground']",Water Fish Pokémon,0.4,8.5,255,"['Damp', 'Water Absorb']",55,45,45,25,25,15,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
195,Quagsire,"['Water', 'Ground']",Water Fish Pokémon,1.4,75.0,90,"['Damp', 'Water Absorb']",95,85,85,65,65,35,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
196,Espeon,['Psychic'],Sun Pokémon,0.9,26.5,45,['Synchronize'],65,65,60,130,95,110,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
197,Umbreon,['Dark'],Moonlight Pokémon,1.0,27.0,45,['Synchronize'],95,65,110,60,130,65,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
198,Murkrow,"['Dark', 'Flying']",Darkness Pokémon,0.5,2.1,30,"['Insomnia', 'Super Luck']",60,85,42,85,42,91,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
199,Slowking,"['Water', 'Psychic']",Royal Pokémon,2.0,79.5,70,"['Oblivious', 'Own Tempo']",95,75,80,100,110,30,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
